CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,placed,Score,company_offer,skills
7.6,1,1,1,78,4.0,1,1,55,69,0,76,0,"python, expressjs, teamwork, django, oracle cloud"
8.5,1,2,1,60,4.8,0,0,66,67,0,79,0,"c++, expressjs, communication, flask, azure"
8.2,2,3,2,90,4.8,1,1,74,85,0,91,0,"c++, expressjs, problem-solving, sql, azure"
7.3,2,1,1,87,4.2,1,0,90,65,0,83,0,"ruby, html, communication, sql, ibm cloud"
7.3,1,1,1,76,4.5,0,1,55,74,0,77,0,"c, html, teamwork, nosql, oracle cloud"
7.4,0,2,0,85,4.4,0,0,89,69,0,83,0,"ruby, expressjs, teamwork, flask, google cloud"
6.6,1,2,0,79,3.6,0,0,55,67,0,72,0,"java, javascript, leadership, oracle, oracle cloud"
8.6,1,2,1,67,4.0,1,1,55,67,0,76,0,"ruby, reactjs, communication, mongodb, google cloud"
8.0,1,2,0,80,4.4,0,0,55,72,0,80,0,"ruby, html, communication, sql, ibm cloud"
7.6,1,3,1,71,4.8,1,1,55,74,0,80,0,"c, expressjs, leadership, sql, aws"
8.2,1,3,1,82,4.0,1,1,55,66,0,80,0,"c++, html, communication, django, oracle cloud"
7.5,1,2,0,65,4.4,0,0,55,62,0,74,0,"java, nodejs, leadership, oracle, azure"
6.7,0,1,0,69,4.5,0,0,65,60,0,73,0,"java, expressjs, teamwork, postgresql, oracle cloud"
7.5,1,1,1,80,4.5,0,1,73,67,0,80,0,"python, expressjs, teamwork, django, aws"
8.3,2,1,0,81,4.3,1,1,86,70,0,85,0,"javascript, angular, problem-solving, flask, azure"
8.3,1,2,1,77,4.2,0,1,67,84,0,82,0,"javascript, reactjs, teamwork, flask, azure"
6.7,1,1,0,78,3.7,0,1,77,83,0,76,0,"c, javascript, problem-solving, flask, ibm cloud"
8.1,1,3,2,88,4.2,1,1,75,88,0,87,0,"c, javascript, problem-solving, django, aws"
8.4,1,3,3,75,4.7,1,1,76,79,0,86,0,"javascript, html, teamwork, sql, azure"
8.0,1,1,0,82,3.3,0,0,78,80,0,78,0,"c, javascript, problem-solving, postgresql, aws"
7.6,1,1,1,60,4.4,0,1,56,69,0,73,0,"python, expressjs, problem-solving, postgresql, ibm cloud"
8.0,1,1,0,83,4.8,0,1,61,68,0,82,0,"java, reactJs, communication, nosql, google cloud"
7.5,1,1,1,81,4.0,0,0,56,63,0,75,0,"c++, reactJs, leadership, sql, azure"
7.8,1,2,0,90,4.8,1,1,84,84,0,90,0,"c, reactjs, leadership, mysql, aws"
8.5,1,1,1,71,4.0,1,1,59,83,0,78,0,"c++, nodejs, teamwork, nosql, aws"
7.8,2,1,2,83,4.3,1,1,77,70,0,83,0,"python, reactjs, problem-solving, sql, oracle cloud"
7.8,1,2,1,67,4.4,1,1,70,77,0,79,0,"javascript, expressjs, problem-solving, postgresql, oracle cloud"
7.4,1,3,1,78,4.3,0,1,71,62,0,80,0,"c++, expressjs, problem-solving, mysql, ibm cloud"
7.3,0,2,0,83,4.5,0,0,60,69,0,79,0,"c, expressjs, leadership, postgresql, oracle cloud"
7.1,1,3,2,72,3.8,1,0,57,62,0,73,0,"ruby, reactJs, teamwork, django, aws"
6.6,1,2,0,77,4.4,0,1,58,71,0,76,0,"c, angular, problem-solving, oracle, ibm cloud"
7.7,1,3,0,81,4.8,1,1,59,62,0,82,0,"c, javascript, problem-solving, mongodb, aws"
7.7,1,1,0,66,3.6,0,1,55,63,0,70,0,"ruby, javascript, leadership, nosql, oracle cloud"
7.6,1,1,1,70,4.4,1,1,55,70,0,76,0,"java, html, problem-solving, oracle, oracle cloud"
6.5,1,1,1,64,3.5,0,0,55,65,0,66,0,"java, css, teamwork, nosql, oracle cloud"
8.4,1,3,2,82,4.6,1,1,59,85,0,86,0,"javascript, html, teamwork, mysql, ibm cloud"
8.4,1,3,2,86,4.4,1,0,79,76,0,87,0,"ruby, css, communication, oracle, google cloud"
8.6,1,3,2,90,4.8,0,1,78,83,0,92,0,"ruby, javascript, leadership, django, oracle cloud"
7.4,1,1,0,72,4.3,0,0,64,63,0,75,0,"javascript, nodejs, communication, flask, oracle cloud"
7.9,1,3,0,77,4.1,1,1,73,82,0,82,0,"c++, css, problem-solving, mongodb, aws"
7.4,1,1,0,76,4.3,0,0,57,74,0,77,0,"python, angular, communication, mongodb, google cloud"
7.4,1,2,2,78,4.4,1,1,82,68,0,81,0,"c, html, problem-solving, postgresql, aws"
7.7,1,2,0,75,3.7,0,1,71,69,0,77,0,"javascript, nodejs, problem-solving, sql, ibm cloud"
7.8,1,1,0,70,4.0,0,1,55,66,0,74,0,"java, reactjs, leadership, postgresql, aws"
6.5,2,1,0,87,4.4,0,0,69,68,0,80,0,"java, expressjs, teamwork, nosql, aws"
8.6,0,1,0,66,4.4,0,1,56,72,0,77,0,"c++, reactjs, leadership, flask, google cloud"
8.1,0,1,1,77,4.1,0,0,56,66,0,76,0,"c++, javascript, problem-solving, nosql, google cloud"
8.2,1,1,1,64,3.7,0,0,59,66,0,72,0,"ruby, reactJs, teamwork, mongodb, aws"
8.2,1,3,2,89,4.7,1,1,64,84,0,88,0,"ruby, javascript, communication, nosql, ibm cloud"
8.4,1,1,0,84,4.5,0,1,68,71,0,83,0,"javascript, reactJs, communication, nosql, google cloud"
8.5,2,2,0,83,4.7,1,1,80,87,0,90,0,"javascript, javascript, communication, postgresql, azure"
7.8,1,1,1,72,4.2,0,1,58,68,0,76,0,"java, html, communication, nosql, google cloud"
8.4,1,3,3,78,4.7,1,1,77,83,0,88,0,"c++, javascript, communication, nosql, azure"
8.1,1,1,0,77,4.4,1,0,66,67,0,80,0,"c++, html, communication, nosql, oracle cloud"
7.5,2,2,2,78,4.2,0,0,59,71,0,79,0,"ruby, reactjs, communication, postgresql, google cloud"
7.4,2,1,2,75,4.4,1,0,64,66,0,78,0,"c++, nodejs, teamwork, flask, google cloud"
7.3,1,2,0,80,4.1,0,1,55,69,0,77,0,"python, html, leadership, oracle, azure"
7.8,2,2,0,73,4.2,0,1,55,69,0,78,0,"python, expressjs, communication, mongodb, azure"
6.7,1,1,1,67,4.3,0,0,57,60,0,71,0,"javascript, reactjs, communication, sql, aws"
7.6,1,2,1,75,4.2,0,1,70,81,0,80,0,"java, reactjs, teamwork, django, azure"
6.5,1,2,0,78,3.8,0,0,56,85,0,75,0,"c++, css, problem-solving, django, aws"
7.3,1,2,1,74,3.9,0,1,55,82,0,76,0,"python, javascript, communication, mysql, ibm cloud"
7.9,0,1,0,69,4.2,0,1,60,66,0,74,0,"c, html, communication, mongodb, google cloud"
8.4,1,2,1,80,4.8,1,1,80,64,0,86,0,"c++, css, teamwork, postgresql, oracle cloud"
7.5,2,2,0,86,3.9,1,1,84,88,0,85,0,"javascript, expressjs, leadership, django, aws"
7.0,1,1,1,75,4.8,0,0,64,70,0,79,0,"java, javascript, communication, oracle, oracle cloud"
7.3,1,2,3,81,3.8,0,1,76,64,0,78,0,"ruby, css, leadership, mongodb, azure"
7.9,0,1,0,78,4.4,1,1,77,73,0,81,0,"java, reactjs, communication, sql, oracle cloud"
6.6,1,1,0,73,4.2,0,0,64,70,0,74,0,"c++, html, leadership, mysql, azure"
7.7,1,3,2,74,3.6,1,1,78,64,0,77,0,"java, expressjs, communication, sql, azure"
7.6,1,2,0,80,4.0,0,1,78,73,0,80,0,"java, css, teamwork, flask, oracle cloud"
7.5,2,1,0,82,4.3,0,1,71,63,0,80,0,"c, reactjs, communication, mysql, oracle cloud"
6.7,1,1,1,79,3.5,0,1,66,69,0,72,0,"c, css, teamwork, oracle, google cloud"
7.5,1,1,0,70,3.7,0,1,55,72,0,72,0,"ruby, html, problem-solving, mongodb, azure"
7.6,1,1,1,79,4.2,1,0,55,87,0,79,0,"c++, html, communication, django, aws"
8.2,1,2,0,82,4.5,1,1,74,66,0,84,0,"c, css, teamwork, mysql, ibm cloud"
7.7,0,2,0,68,4.4,1,1,71,66,0,77,0,"ruby, angular, teamwork, nosql, oracle cloud"
8.2,1,1,1,82,4.1,1,1,57,71,0,79,0,"ruby, reactjs, problem-solving, nosql, azure"
7.8,1,3,0,83,4.8,1,1,70,85,0,87,0,"javascript, html, communication, nosql, aws"
8.0,0,2,2,73,4.8,1,0,83,81,0,84,0,"c, reactJs, communication, mysql, azure"
7.9,1,2,0,86,4.5,1,1,76,70,0,85,0,"c++, nodejs, communication, oracle, google cloud"
7.4,0,2,0,81,3.8,1,1,72,73,0,77,0,"java, reactjs, problem-solving, mysql, aws"
6.9,1,2,1,72,3.5,0,1,58,70,0,71,0,"c, angular, communication, django, oracle cloud"
8.0,1,1,0,75,4.0,0,0,55,65,0,75,0,"python, html, leadership, oracle, google cloud"
8.3,1,2,0,70,4.3,1,1,72,81,0,81,0,"java, html, problem-solving, nosql, google cloud"
7.9,1,3,3,77,4.3,0,0,60,74,0,81,0,"python, expressjs, problem-solving, mongodb, azure"
8.0,2,3,0,75,4.4,0,1,70,82,0,84,0,"c++, html, problem-solving, mongodb, oracle cloud"
7.4,0,1,0,76,4.3,0,1,65,68,0,76,0,"python, expressjs, problem-solving, mongodb, azure"
8.4,0,1,3,72,4.2,1,1,74,82,0,80,0,"ruby, reactJs, teamwork, mysql, ibm cloud"
8.4,1,1,1,70,3.8,1,1,55,67,0,74,0,"python, expressjs, communication, sql, aws"
7.6,0,1,0,79,4.0,0,0,55,63,0,74,0,"java, reactJs, problem-solving, oracle, azure"
6.5,1,1,1,67,4.3,1,1,57,68,0,72,0,"javascript, html, communication, nosql, google cloud"
7.4,1,2,2,74,4.5,1,1,78,83,0,82,0,"c++, angular, leadership, mysql, ibm cloud"
8.2,1,3,2,88,4.8,1,1,77,80,0,90,0,"javascript, javascript, problem-solving, postgresql, oracle cloud"
6.8,1,1,1,77,4.2,0,0,65,66,0,75,0,"c, expressjs, leadership, oracle, oracle cloud"
6.7,0,1,0,63,3.4,0,0,69,69,0,67,0,"python, css, leadership, oracle, ibm cloud"
7.9,1,1,1,62,3.9,0,0,62,57,0,71,0,"java, html, communication, mysql, oracle cloud"
7.5,1,1,0,68,3.6,0,1,67,66,0,72,0,"ruby, expressjs, problem-solving, postgresql, google cloud"
7.9,1,1,1,81,4.7,0,0,55,66,0,80,0,"javascript, html, leadership, mongodb, azure"
7.8,1,2,0,79,4.0,1,1,55,69,0,77,0,"javascript, javascript, teamwork, oracle, ibm cloud"
7.6,1,1,0,77,4.0,0,1,58,73,0,76,0,"javascript, html, communication, flask, aws"
6.5,1,3,1,83,4.8,1,1,78,69,0,83,0,"java, reactjs, leadership, django, google cloud"
7.3,1,1,1,71,3.8,0,1,57,57,0,71,0,"python, html, leadership, flask, azure"
7.8,1,2,1,80,4.2,1,1,57,82,0,80,0,"c++, angular, communication, postgresql, aws"
8.1,0,1,1,76,3.3,0,0,56,65,0,71,0,"python, angular, problem-solving, mongodb, azure"
8.0,1,1,0,80,4.4,1,1,73,76,0,82,0,"ruby, reactJs, communication, flask, azure"
8.1,1,3,1,80,4.0,1,1,75,85,0,84,0,"python, css, problem-solving, flask, google cloud"
7.5,0,1,0,81,4.7,0,1,55,70,0,79,0,"java, expressjs, teamwork, oracle, oracle cloud"
7.8,2,3,2,83,4.5,1,0,90,83,0,89,0,"java, html, communication, django, azure"
7.6,1,1,1,70,4.6,0,1,60,72,0,78,0,"c, reactjs, problem-solving, oracle, aws"
8.0,1,1,2,83,4.4,1,0,71,74,0,82,0,"c++, html, teamwork, postgresql, ibm cloud"
8.2,0,1,1,67,4.2,1,1,74,66,0,76,0,"python, html, teamwork, oracle, aws"
7.8,1,1,0,72,3.6,0,1,58,65,0,72,0,"javascript, css, communication, mongodb, google cloud"
7.7,0,1,2,84,3.9,0,1,60,65,0,76,0,"java, html, problem-solving, mongodb, oracle cloud"
8.5,2,3,2,90,4.8,1,1,80,80,0,92,0,"c++, reactJs, problem-solving, mysql, ibm cloud"
8.1,0,3,2,85,4.7,1,0,87,79,0,88,0,"python, expressjs, teamwork, mysql, google cloud"
7.7,2,3,2,90,4.8,1,1,84,88,0,92,0,"java, html, teamwork, postgresql, azure"
6.8,1,1,0,69,3.3,0,0,63,63,0,68,0,"c++, nodejs, communication, postgresql, aws"
8.4,1,1,1,73,4.3,0,1,64,73,0,79,0,"c++, css, problem-solving, nosql, azure"
7.4,1,1,1,70,4.5,0,0,55,67,0,75,0,"c++, reactJs, teamwork, nosql, google cloud"
7.6,1,2,1,80,4.8,0,1,82,65,0,84,0,"c++, html, leadership, postgresql, aws"
7.6,1,1,1,72,4.5,0,0,55,66,0,76,0,"python, html, teamwork, django, aws"
7.4,1,2,1,82,4.5,0,1,59,66,0,80,0,"java, html, leadership, flask, aws"
7.8,2,1,1,77,4.2,0,0,55,67,0,78,0,"javascript, html, leadership, mysql, azure"
8.4,1,3,2,88,4.8,1,1,73,84,0,90,0,"c, css, leadership, postgresql, oracle cloud"
7.6,1,3,0,80,4.8,1,1,71,85,0,86,0,"java, expressjs, problem-solving, mysql, aws"
6.8,0,2,1,74,3.7,1,1,61,65,0,71,0,"ruby, css, leadership, sql, google cloud"
7.8,1,2,0,73,4.6,0,1,55,64,0,78,0,"java, expressjs, communication, nosql, oracle cloud"
6.5,1,2,0,78,4.0,1,1,57,78,0,75,0,"java, reactjs, communication, sql, aws"
8.3,1,1,1,73,4.3,1,1,59,62,0,77,0,"ruby, angular, teamwork, sql, google cloud"
6.5,1,1,1,81,4.8,0,1,55,64,0,77,0,"java, expressjs, leadership, nosql, google cloud"
6.7,2,2,2,78,4.5,1,1,57,67,0,78,0,"java, html, problem-solving, nosql, ibm cloud"
7.6,0,2,0,60,3.8,0,0,55,57,0,69,0,"python, nodejs, communication, nosql, oracle cloud"
6.5,2,1,0,85,4.8,0,1,72,68,0,82,0,"python, reactjs, teamwork, django, google cloud"
6.5,0,2,1,75,3.5,0,1,61,68,0,70,0,"javascript, html, communication, nosql, azure"
7.4,1,2,0,88,4.6,0,1,73,66,0,83,0,"java, javascript, leadership, mysql, oracle cloud"
7.4,0,2,0,65,4.4,0,1,58,68,0,74,0,"javascript, html, problem-solving, nosql, ibm cloud"
6.5,1,1,0,79,4.2,0,1,61,59,0,74,0,"ruby, reactjs, problem-solving, mongodb, azure"
7.9,0,1,0,64,3.6,0,0,55,62,0,69,0,"c++, css, leadership, sql, aws"
6.5,1,2,0,70,4.0,0,1,68,66,0,73,0,"python, css, leadership, mongodb, aws"
8.4,2,3,1,78,4.8,1,1,55,87,0,87,0,"java, angular, problem-solving, django, google cloud"
7.5,1,1,2,80,4.5,0,0,64,70,0,80,0,"c++, javascript, leadership, flask, oracle cloud"
7.4,1,1,0,75,4.3,0,0,55,68,0,76,0,"c++, angular, teamwork, postgresql, google cloud"
7.7,1,1,1,69,4.5,0,1,55,60,0,75,0,"ruby, nodejs, leadership, sql, google cloud"
7.6,1,1,1,80,3.6,0,1,59,75,0,75,0,"c, html, teamwork, oracle, oracle cloud"
7.9,0,1,0,68,4.1,0,1,55,65,0,73,0,"java, angular, leadership, nosql, ibm cloud"
6.6,1,1,1,69,4.5,0,1,61,68,0,74,0,"ruby, javascript, communication, flask, oracle cloud"
7.2,1,2,0,71,3.2,0,0,55,69,0,70,0,"c, reactJs, teamwork, flask, aws"
7.7,1,3,3,90,4.8,1,1,82,73,0,89,0,"java, angular, teamwork, mongodb, azure"
8.0,1,1,0,79,3.8,0,0,55,66,0,75,0,"c++, reactJs, teamwork, flask, aws"
7.2,1,2,0,79,4.1,0,1,55,64,0,76,0,"c++, angular, teamwork, django, azure"
8.2,1,3,0,79,4.6,0,1,71,68,0,84,0,"python, html, problem-solving, flask, aws"
7.3,1,1,0,73,4.0,0,1,66,66,0,75,0,"c++, html, communication, postgresql, ibm cloud"
7.6,1,1,1,66,3.6,1,1,62,65,0,71,0,"ruby, reactJs, problem-solving, mongodb, azure"
7.8,1,2,0,81,4.8,0,1,55,62,0,81,0,"java, angular, teamwork, flask, azure"
7.9,1,2,0,90,4.2,1,1,55,66,0,81,0,"python, reactJs, leadership, flask, azure"
6.7,1,3,2,71,3.7,1,1,87,71,0,76,0,"python, reactjs, problem-solving, sql, azure"
7.6,1,2,0,63,4.7,0,0,55,63,0,76,0,"java, css, leadership, flask, aws"
7.6,1,1,0,82,4.0,0,0,65,58,0,76,0,"ruby, reactJs, leadership, django, ibm cloud"
6.5,1,1,1,70,3.5,0,1,60,75,0,70,0,"ruby, expressjs, teamwork, mongodb, azure"
7.3,0,1,1,69,3.7,0,1,59,59,0,69,0,"javascript, angular, teamwork, flask, azure"
8.2,1,1,0,79,4.6,1,0,56,61,0,79,0,"python, html, teamwork, nosql, google cloud"
8.0,0,3,1,73,4.8,1,1,57,64,0,80,0,"python, nodejs, leadership, postgresql, google cloud"
7.7,1,2,1,68,4.3,0,0,64,69,0,77,0,"c, expressjs, teamwork, django, aws"
6.5,1,1,1,63,4.5,0,0,59,69,0,72,0,"ruby, expressjs, communication, mysql, azure"
6.6,1,2,1,66,4.8,0,0,64,69,0,76,0,"javascript, expressjs, leadership, flask, oracle cloud"
6.7,1,1,1,63,4.6,0,0,55,69,0,73,0,"c, reactJs, teamwork, oracle, google cloud"
7.6,0,1,1,76,3.8,0,0,58,66,0,73,0,"ruby, css, problem-solving, mongodb, aws"
8.1,2,1,0,71,3.4,1,0,66,67,0,74,0,"java, html, leadership, postgresql, aws"
6.5,1,1,0,80,4.4,1,1,55,66,0,75,0,"c++, reactjs, problem-solving, nosql, oracle cloud"
7.6,1,2,0,63,4.1,0,1,55,64,0,73,0,"ruby, javascript, communication, flask, oracle cloud"
6.6,0,1,1,72,3.9,0,0,64,62,0,70,0,"c, angular, problem-solving, nosql, ibm cloud"
8.0,0,2,1,78,4.2,1,1,77,82,0,82,0,"ruby, reactjs, leadership, sql, aws"
6.5,1,1,0,72,4.0,0,1,56,71,0,72,0,"javascript, javascript, problem-solving, sql, azure"
8.2,2,3,2,86,4.5,0,0,77,80,0,89,0,"c++, javascript, teamwork, postgresql, azure"
7.5,0,3,1,79,4.4,1,1,55,67,0,78,0,"ruby, expressjs, problem-solving, flask, oracle cloud"
8.2,1,3,0,90,3.9,1,1,75,87,0,86,0,"c++, html, leadership, django, azure"
6.7,1,1,1,82,4.4,1,1,82,73,0,80,0,"java, reactjs, problem-solving, nosql, oracle cloud"
7.6,1,2,1,72,3.8,0,1,55,67,0,74,0,"python, reactJs, communication, nosql, aws"
7.5,1,1,1,67,3.8,0,0,59,63,0,71,0,"ruby, html, leadership, mysql, azure"
6.9,2,3,1,68,3.7,0,0,64,64,0,73,0,"python, html, teamwork, oracle, google cloud"
6.7,2,3,0,76,4.2,0,1,78,85,0,82,0,"javascript, reactjs, problem-solving, mongodb, google cloud"
7.6,0,1,0,80,3.8,0,0,55,83,0,76,0,"java, reactjs, problem-solving, nosql, ibm cloud"
7.4,0,2,1,77,4.8,1,1,66,68,0,80,0,"c++, expressjs, leadership, postgresql, oracle cloud"
8.0,0,1,0,82,4.3,0,1,72,65,0,80,0,"c++, css, leadership, sql, oracle cloud"
7.5,1,1,1,66,4.4,0,0,69,61,0,75,0,"c++, html, leadership, sql, oracle cloud"
6.5,1,3,1,70,4.1,0,0,59,62,0,73,0,"python, angular, problem-solving, oracle, google cloud"
6.5,1,1,1,60,3.8,0,1,81,65,0,70,0,"javascript, nodejs, communication, mysql, ibm cloud"
6.8,1,2,0,75,4.3,1,1,73,73,0,78,0,"javascript, reactjs, communication, sql, aws"
7.9,1,1,0,66,4.5,0,0,63,62,0,76,0,"java, reactjs, teamwork, mysql, azure"
7.3,1,2,0,75,3.9,0,1,80,71,0,78,0,"ruby, css, problem-solving, mysql, azure"
6.7,1,2,1,69,4.0,0,1,59,64,0,72,0,"javascript, nodejs, problem-solving, sql, oracle cloud"
7.4,1,1,1,64,4.3,1,1,55,64,0,72,0,"javascript, javascript, problem-solving, django, azure"
7.6,0,2,0,74,4.1,0,1,67,73,0,77,0,"python, html, problem-solving, sql, azure"
8.5,1,3,2,81,4.2,0,1,55,86,0,84,0,"ruby, expressjs, problem-solving, sql, oracle cloud"
6.5,1,1,0,61,4.1,0,0,66,69,0,70,0,"java, html, teamwork, sql, aws"
7.0,1,1,0,72,4.4,0,1,74,65,0,76,0,"java, javascript, communication, postgresql, aws"
7.6,0,1,1,64,4.1,0,0,55,58,0,70,0,"c++, html, teamwork, django, ibm cloud"
6.7,1,2,0,80,3.5,0,0,59,73,0,73,0,"c, css, problem-solving, nosql, google cloud"
8.0,2,3,1,87,4.3,1,0,70,84,0,87,0,"ruby, javascript, communication, oracle, azure"
8.0,1,3,2,90,4.8,1,1,66,79,0,88,0,"python, javascript, problem-solving, oracle, oracle cloud"
7.8,1,2,1,73,4.0,1,1,55,87,0,78,0,"python, reactjs, problem-solving, django, azure"
7.9,1,2,1,68,4.0,0,1,71,68,0,77,0,"ruby, html, problem-solving, sql, azure"
7.6,1,3,1,80,4.3,0,1,55,83,0,81,0,"ruby, reactjs, communication, flask, google cloud"
8.6,2,3,2,90,4.8,1,1,84,85,0,94,0,"java, nodejs, leadership, mysql, google cloud"
7.7,1,3,3,79,3.6,1,1,71,83,0,80,0,"c++, reactjs, teamwork, oracle, ibm cloud"
7.1,1,2,1,68,4.2,0,0,76,64,0,76,0,"java, javascript, leadership, mysql, google cloud"
8.4,1,3,1,75,4.3,1,0,73,73,0,83,0,"javascript, expressjs, communication, mysql, aws"
7.3,1,2,1,76,4.7,0,1,67,73,0,81,0,"c++, css, leadership, sql, ibm cloud"
7.4,1,1,0,78,3.8,0,1,55,65,0,74,0,"java, html, teamwork, sql, oracle cloud"
7.7,1,3,2,84,4.8,0,1,70,67,0,85,0,"python, css, communication, flask, google cloud"
7.7,0,2,1,71,4.4,0,1,55,70,0,76,0,"c, javascript, problem-solving, postgresql, oracle cloud"
6.5,2,3,0,77,4.3,0,1,87,67,0,81,0,"c, css, teamwork, postgresql, azure"
6.5,0,1,2,71,3.2,0,0,58,61,0,65,0,"ruby, angular, leadership, mongodb, google cloud"
6.5,0,1,0,65,4.5,0,0,59,69,0,72,0,"java, reactJs, communication, nosql, aws"
7.6,1,1,0,84,3.7,0,0,56,70,0,76,0,"python, css, leadership, mongodb, oracle cloud"
6.6,0,1,0,71,3.8,1,1,60,71,0,70,0,"java, html, leadership, django, azure"
7.8,1,1,1,76,3.8,0,1,55,66,0,74,0,"python, html, teamwork, nosql, google cloud"
7.3,1,1,0,73,3.8,0,0,64,59,0,72,0,"javascript, nodejs, leadership, mysql, aws"
7.4,1,2,1,67,3.1,0,1,55,71,0,69,0,"c++, nodejs, communication, mysql, azure"
6.6,1,1,0,63,3.8,0,0,59,63,0,68,0,"c++, javascript, leadership, sql, google cloud"
7.3,0,1,0,70,4.4,1,0,67,67,0,75,0,"ruby, reactJs, leadership, mongodb, aws"
6.8,1,1,0,60,3.7,0,0,64,64,0,68,0,"java, html, problem-solving, postgresql, ibm cloud"
6.5,1,1,0,65,3.7,0,0,55,62,0,67,0,"c, expressjs, communication, postgresql, ibm cloud"
6.5,2,1,2,73,4.2,0,0,74,59,0,75,0,"c, reactjs, communication, oracle, aws"
6.5,1,1,1,75,4.5,0,0,55,65,0,74,0,"javascript, html, problem-solving, django, aws"
7.5,1,1,0,85,4.1,1,1,74,86,0,82,0,"javascript, html, communication, sql, azure"
7.4,1,3,1,78,3.9,0,1,55,71,0,77,0,"ruby, nodejs, leadership, mongodb, oracle cloud"
6.5,0,1,0,75,4.2,0,0,55,67,0,72,0,"javascript, html, teamwork, mongodb, azure"
7.8,1,3,1,70,4.3,0,0,65,61,0,78,0,"java, html, teamwork, nosql, ibm cloud"
7.5,1,2,0,90,4.6,0,1,65,68,0,83,0,"python, angular, leadership, sql, aws"
7.3,1,2,1,66,3.7,0,0,55,74,0,72,0,"c, javascript, problem-solving, sql, google cloud"
7.6,1,2,0,87,4.2,1,1,56,72,0,80,0,"ruby, css, problem-solving, nosql, azure"
7.4,1,3,0,83,4.7,0,1,55,69,0,82,0,"c, reactJs, problem-solving, postgresql, oracle cloud"
6.5,1,1,1,61,4.2,0,1,64,69,0,71,0,"python, reactJs, problem-solving, mongodb, google cloud"
6.7,0,1,0,68,3.5,0,0,63,68,0,68,0,"c, reactJs, communication, sql, aws"
7.7,1,2,0,83,4.0,1,1,68,69,0,80,0,"java, html, teamwork, oracle, azure"
6.5,1,1,0,76,3.7,0,0,67,65,0,72,0,"c, reactjs, teamwork, sql, google cloud"
7.9,2,3,2,90,4.5,1,0,78,84,0,90,0,"python, angular, problem-solving, sql, google cloud"
7.9,1,1,2,74,3.5,0,0,88,72,0,77,0,"c, angular, problem-solving, postgresql, aws"
6.5,2,1,2,85,4.7,0,1,66,85,0,82,0,"c++, reactjs, leadership, nosql, aws"
7.6,1,2,1,72,4.0,0,1,81,78,0,79,0,"java, angular, communication, flask, azure"
7.6,1,1,1,70,3.9,0,1,59,63,0,73,0,"java, angular, teamwork, postgresql, ibm cloud"
7.5,1,1,1,70,4.0,1,1,55,64,0,73,0,"javascript, css, communication, mysql, aws"
7.8,0,1,0,71,4.3,0,0,55,66,0,74,0,"python, expressjs, problem-solving, oracle, aws"
8.1,1,1,1,83,4.7,1,1,75,83,0,86,0,"python, reactjs, teamwork, sql, oracle cloud"
6.9,0,2,2,75,4.3,1,1,55,70,0,75,0,"java, angular, problem-solving, django, azure"
6.8,0,1,0,78,4.7,1,1,64,68,0,77,0,"c, expressjs, leadership, django, google cloud"
6.9,1,1,1,60,3.3,0,0,58,62,0,65,0,"c++, css, problem-solving, flask, oracle cloud"
7.8,1,1,1,74,3.4,1,1,65,66,0,73,0,"c++, reactJs, teamwork, mongodb, ibm cloud"
8.0,1,3,2,78,4.2,1,0,78,85,0,84,0,"javascript, expressjs, problem-solving, sql, ibm cloud"
7.4,1,1,0,69,3.6,0,1,55,70,0,71,0,"c++, expressjs, leadership, sql, oracle cloud"
7.4,1,2,1,77,4.3,0,1,55,64,0,77,0,"java, javascript, communication, postgresql, oracle cloud"
8.1,1,2,1,77,4.4,0,1,55,68,0,79,0,"python, css, communication, sql, google cloud"
8.0,0,1,1,86,4.0,0,1,55,74,0,78,0,"c, angular, leadership, nosql, azure"
8.0,2,3,2,90,4.7,1,1,74,87,0,91,0,"c, html, problem-solving, django, ibm cloud"
8.8,0,3,0,90,4.4,1,1,78,85,0,89,0,"ruby, html, teamwork, sql, google cloud"
6.5,1,3,1,87,4.7,0,1,55,67,0,80,0,"c, expressjs, communication, oracle, aws"
7.7,0,3,0,90,4.8,1,1,76,80,0,88,0,"java, css, leadership, postgresql, aws"
6.7,1,1,1,77,4.7,1,0,69,70,0,78,0,"javascript, angular, teamwork, mysql, ibm cloud"
7.6,1,2,0,77,4.0,0,1,66,73,0,78,0,"c++, nodejs, problem-solving, mysql, ibm cloud"
7.4,0,1,0,77,3.8,1,1,58,66,0,73,0,"ruby, html, problem-solving, mysql, aws"
7.6,1,1,0,81,4.2,1,0,55,82,0,79,0,"ruby, css, leadership, django, ibm cloud"
7.6,1,2,1,90,3.8,1,1,74,86,0,83,0,"java, expressjs, problem-solving, mysql, oracle cloud"
7.8,1,2,0,76,4.0,1,1,63,88,0,80,0,"ruby, angular, leadership, django, aws"
8.5,0,2,0,89,4.5,1,1,70,83,0,87,0,"c, angular, problem-solving, postgresql, azure"
6.5,0,1,0,66,3.5,0,0,61,66,0,67,0,"ruby, reactJs, teamwork, nosql, azure"
7.1,1,1,2,73,4.2,1,0,78,62,0,76,0,"ruby, expressjs, communication, nosql, aws"
6.8,0,1,0,86,4.0,0,0,55,71,0,75,0,"java, html, teamwork, nosql, aws"
7.6,1,3,2,90,4.8,1,1,60,83,0,87,0,"ruby, html, problem-solving, postgresql, aws"
